dropout_p,sequence_id,true_class,snr_quality,obs_ratio,gap_length,est_range,est_velocity,kin_residual,energy_residual,r_uncertainty,v_uncertainty,oracle_step,oracle_objective,oracle_pred,oracle_correct,oracle_latency_ms,J_5steps,f1_pred_5steps,miss_mse_5steps,kin_res_5steps,J_10steps,f1_pred_10steps,miss_mse_10steps,kin_res_10steps,J_20steps,f1_pred_20steps,miss_mse_20steps,kin_res_20steps,J_50steps,f1_pred_50steps,miss_mse_50steps,kin_res_50steps
0.300000,19,Cyclist,0.000000,0.625000,0.125000,0.499520,0.003037,0.006267,0.003661,0.000127,0.002808,10,1.284855,Cyclist,1,41.145840,1.298042,Cyclist,1.147373,0.052137,1.284855,Cyclist,1.129607,0.048954,1.304400,Cyclist,1.130442,0.049026,1.364771,Cyclist,1.131304,0.049089
0.300000,20,Vehicle,0.000000,0.687500,0.078125,0.499664,0.002728,0.013323,0.003167,0.000211,0.003288,5,0.027353,Vehicle,1,59.420970,0.027353,Vehicle,1.138399,0.110848,0.037268,Vehicle,1.130133,0.108693,0.057275,Vehicle,1.132080,0.108847,0.117276,Vehicle,1.133484,0.108868
0.300000,21,Empty,0.000000,0.562500,0.062500,0.499360,0.002845,0.003092,0.003425,0.000047,0.003010,5,0.011798,Empty,1,59.420970,0.011798,Empty,1.033133,0.025721,0.021736,Empty,1.023947,0.024503,0.041735,Empty,1.023638,0.024558,0.101736,Empty,1.024175,0.024624
0.300000,22,Cyclist,0.000000,0.812500,0.093750,0.499640,0.002071,0.008691,0.006374,0.000161,0.002730,5,0.397114,Cyclist,1,59.420970,0.397114,Cyclist,1.120508,0.072311,0.407052,Cyclist,1.101214,0.070089,0.427048,Cyclist,1.102225,0.069873,0.487049,Cyclist,1.103192,0.069912
0.300000,23,Empty,0.000000,0.875000,0.062500,0.499368,0.001516,0.002951,0.003306,0.000049,0.002172,5,0.011472,Empty,1,59.420970,0.011472,Empty,1.020119,0.024554,0.021472,Empty,1.004103,0.024384,0.041463,Empty,1.004135,0.024217,0.101464,Empty,1.004577,0.024218
0.300000,24,Empty,0.000000,0.687500,0.078125,0.499372,0.002472,0.003635,0.003117,0.000051,0.002845,5,0.011647,Empty,1,59.420970,0.011647,Empty,1.033833,0.030245,0.021664,Empty,1.024730,0.032863,0.041654,Empty,1.024752,0.032396,0.101654,Empty,1.025301,0.032442
0.300000,25,Cyclist,0.000000,0.687500,0.078125,0.499435,0.004026,0.007776,0.020750,0.000178,0.004369,10,1.253354,Cyclist,1,41.145840,1.286193,Cyclist,1.178810,0.064699,1.253354,Cyclist,1.174097,0.063640,1.272628,Cyclist,1.174905,0.063692,1.332523,Cyclist,1.175353,0.063718
0.300000,26,Pedestrian,0.000000,0.562500,0.109375,0.499539,0.003211,0.006552,0.006654,0.000142,0.003226,5,0.012376,Pedestrian,1,59.420970,0.012376,Pedestrian,1.129863,0.054516,0.022328,Pedestrian,1.105093,0.052354,0.042319,Pedestrian,1.106369,0.051929,0.102320,Pedestrian,1.107408,0.051948
0.300000,27,Cyclist,0.000000,0.562500,0.072917,0.499539,0.003217,0.011903,0.004809,0.000159,0.003118,10,1.263052,Pedestrian,0,41.145840,1.298148,Pedestrian,1.119202,0.099036,1.263052,Pedestrian,1.104114,0.096980,1.281375,Pedestrian,1.104934,0.097303,1.341045,Pedestrian,1.105899,0.097432
0.300000,28,Cyclist,0.000000,0.875000,0.062500,0.499676,0.003255,0.009207,0.006616,0.000168,0.004261,5,0.098212,Cyclist,1,59.420970,0.098212,Cyclist,1.044928,0.076602,0.108139,Cyclist,1.026759,0.073994,0.128148,Cyclist,1.027611,0.074332,0.188149,Cyclist,1.028627,0.074387
0.300000,29,Vehicle,0.000000,0.625000,0.075000,0.499608,0.002846,0.009291,0.005088,0.000197,0.003308,5,1.601502,Pedestrian,0,59.420970,1.601502,Pedestrian,1.111493,0.077302,1.631476,Cyclist,1.106639,0.077453,1.653022,Cyclist,1.109476,0.077450,1.714247,Cyclist,1.111270,0.077511
0.300000,30,Empty,0.000000,0.500000,0.125000,0.499354,0.003332,0.004749,0.003485,0.000033,0.002637,5,0.011713,Empty,1,59.420970,0.011713,Empty,1.049935,0.039513,0.021677,Empty,1.041342,0.038630,0.041675,Empty,1.041808,0.038468,0.101675,Empty,1.042388,0.038460
0.300000,31,Empty,0.000000,0.625000,0.093750,0.499370,0.002563,0.003645,0.003520,0.000041,0.002998,5,0.011693,Empty,1,59.420970,0.011693,Empty,1.048363,0.030328,0.021658,Empty,1.038417,0.027787,0.041658,Empty,1.038841,0.027738,0.101658,Empty,1.039398,0.027715
0.300000,32,Empty,0.000000,1.000000,0.000000,0.499378,0.000968,0.001273,0.002087,0.000035,0.001379,5,0.011309,Empty,1,59.420970,0.011309,Empty,0.000000,0.010588,0.021309,Empty,0.000000,0.010588,0.041309,Empty,0.000000,0.010588,0.101309,Empty,0.000000,0.010588
0.300000,33,Cyclist,0.000000,0.687500,0.104167,0.499601,0.002933,0.007689,0.003145,0.000162,0.003099,10,1.245166,Pedestrian,0,41.145840,1.314825,Pedestrian,1.123361,0.063974,1.245166,Pedestrian,1.104454,0.060965,1.263735,Pedestrian,1.104802,0.060800,1.323347,Pedestrian,1.105620,0.060821
0.300000,34,Vehicle,0.000000,0.625000,0.093750,0.499622,0.002839,0.011877,0.003745,0.000210,0.003151,10,1.579861,Cyclist,0,41.145840,1.590671,Pedestrian,1.129035,0.098816,1.579861,Cyclist,1.116092,0.096426,1.600300,Cyclist,1.118613,0.096109,1.660154,Cyclist,1.120256,0.096110
0.300000,35,Empty,0.000000,0.625000,0.093750,0.499373,0.002716,0.002768,0.003201,0.000055,0.002879,5,0.011641,Empty,1,59.420970,0.011641,Empty,1.025385,0.023029,0.021644,Empty,1.020612,0.025041,0.041638,Empty,1.021246,0.024638,0.101639,Empty,1.021881,0.024709
0.300000,36,Empty,0.000000,0.562500,0.109375,0.499366,0.002983,0.003663,0.003655,0.000035,0.002897,5,0.011688,Empty,1,59.420970,0.011688,Empty,1.034700,0.030479,0.021642,Empty,1.024261,0.028422,0.041638,Empty,1.024598,0.028243,0.101639,Empty,1.025264,0.028273
0.300000,37,Cyclist,0.000000,0.562500,0.072917,0.499540,0.003671,0.011761,0.005988,0.000173,0.003421,5,0.017421,Cyclist,1,59.420970,0.017421,Cyclist,1.098755,0.097851,0.027360,Cyclist,1.091286,0.096020,0.047364,Cyclist,1.093680,0.096121,0.107367,Cyclist,1.095369,0.096192
0.300000,38,Empty,0.000000,0.750000,0.083333,0.499383,0.001823,0.003098,0.002753,0.000044,0.002623,5,0.011410,Empty,1,59.420970,0.011410,Empty,1.034048,0.025775,0.021409,Empty,1.026582,0.025360,0.041412,Empty,1.027228,0.025367,0.101413,Empty,1.028055,0.025421
0.300000,39,Empty,0.000000,0.750000,0.062500,0.499366,0.002034,0.002835,0.003382,0.000043,0.002591,5,0.011516,Empty,1,59.420970,0.011516,Empty,1.009762,0.023585,0.021533,Empty,0.999558,0.024342,0.041522,Empty,1.000134,0.024007,0.101523,Empty,1.000663,0.024033
0.300000,40,Vehicle,0.000000,0.687500,0.104167,0.499625,0.003181,0.009851,0.006716,0.000195,0.003642,5,0.012992,Vehicle,1,59.420970,0.012992,Vehicle,1.102640,0.081957,0.022901,Vehicle,1.091482,0.078955,0.042893,Vehicle,1.094267,0.078840,0.102892,Vehicle,1.096062,0.078829
0.300000,41,Empty,0.000000,0.812500,0.093750,0.499363,0.001850,0.002337,0.002385,0.000039,0.002354,5,1.428636,Cyclist,0,59.420970,1.428636,Cyclist,1.056396,0.019440,1.463983,Cyclist,1.042729,0.019890,1.481750,Cyclist,1.042798,0.019717,1.541656,Cyclist,1.043339,0.019764
0.300000,42,Vehicle,0.000000,0.687500,0.104167,0.499635,0.002878,0.009145,0.003281,0.000210,0.003306,5,0.012820,Vehicle,1,59.420970,0.012820,Vehicle,1.135341,0.076083,0.022810,Vehicle,1.126250,0.076833,0.042803,Vehicle,1.128832,0.076736,0.102802,Vehicle,1.130485,0.076716
0.300000,43,Empty,0.000000,0.625000,0.093750,0.499373,0.002792,0.003097,0.003007,0.000047,0.002851,5,1.394749,Pedestrian,0,59.420970,1.394749,Pedestrian,1.054191,0.025770,1.429311,Cyclist,1.044442,0.025713,1.446469,Cyclist,1.043607,0.026474,1.506528,Cyclist,1.044180,0.026520
0.300000,44,Vehicle,0.000000,0.750000,0.062500,0.499650,0.002454,0.007735,0.004180,0.000173,0.002937,5,1.616586,Pedestrian,0,59.420970,1.616586,Pedestrian,1.077443,0.064359,1.623094,Cyclist,1.080439,0.061882,1.645938,Cyclist,1.084062,0.061889,1.706706,Cyclist,1.086073,0.061925
0.300000,45,Cyclist,0.000000,0.750000,0.083333,0.499602,0.002856,0.009758,0.005974,0.000178,0.003448,5,0.023791,Cyclist,1,59.420970,0.023791,Cyclist,1.088176,0.081185,0.033631,Cyclist,1.073999,0.077348,0.053629,Cyclist,1.075522,0.077200,0.113629,Cyclist,1.076748,0.077193
0.300000,46,Cyclist,0.000000,0.625000,0.093750,0.499536,0.004107,0.007633,0.003807,0.000149,0.004421,5,0.201662,Cyclist,1,59.420970,0.201662,Cyclist,1.115048,0.063505,0.211626,Cyclist,1.103915,0.062802,0.231630,Cyclist,1.105697,0.062858,0.291633,Cyclist,1.107033,0.062926
0.300000,47,Pedestrian,0.000000,0.875000,0.062500,0.499653,0.002100,0.005535,0.005138,0.000126,0.002548,5,0.017012,Pedestrian,1,59.420970,0.017012,Pedestrian,1.058079,0.046054,0.026988,Pedestrian,1.048890,0.046007,0.046986,Pedestrian,1.050173,0.045884,0.106985,Pedestrian,1.051332,0.045898
0.300000,48,Empty,0.000000,0.687500,0.078125,0.499404,0.004500,0.015840,0.012573,0.000237,0.004590,5,1.490235,Pedestrian,0,59.420970,1.490235,Pedestrian,1.159387,0.131786,1.507164,Pedestrian,1.162030,0.131620,1.525417,Pedestrian,1.163159,0.131638,1.584383,Pedestrian,1.163816,0.131676
0.300000,49,Vehicle,0.000000,0.687500,0.078125,0.499604,0.003348,0.009617,0.005324,0.000167,0.003728,5,0.013988,Vehicle,1,59.420970,0.013988,Vehicle,1.109141,0.080011,0.023881,Vehicle,1.105585,0.077916,0.043882,Vehicle,1.108323,0.077931,0.103883,Vehicle,1.110081,0.077956
0.300000,50,Empty,0.000000,0.625000,0.075000,0.499362,0.002393,0.002779,0.002992,0.000029,0.002807,5,0.011592,Empty,1,59.420970,0.011592,Empty,1.033310,0.023122,0.021597,Empty,1.023484,0.024775,0.041584,Empty,1.023781,0.024425,0.101585,Empty,1.024382,0.024423
0.300000,51,Vehicle,0.000000,0.750000,0.083333,0.499670,0.002333,0.009515,0.005844,0.000180,0.002927,5,0.177510,Vehicle,1,59.420970,0.177510,Vehicle,1.129853,0.079166,0.187423,Vehicle,1.118778,0.076837,0.207424,Vehicle,1.119760,0.076827,0.267425,Vehicle,1.120878,0.076849
0.300000,52,Pedestrian,0.000000,0.687500,0.078125,0.499594,0.002900,0.010210,0.004485,0.000160,0.003447,5,1.155281,Pedestrian,1,59.420970,1.155281,Pedestrian,1.115755,0.084948,1.185197,Pedestrian,1.087180,0.082903,1.200279,Pedestrian,1.088133,0.083295,1.260083,Pedestrian,1.089207,0.083345
0.300000,53,Vehicle,0.000000,0.750000,0.083333,0.499662,0.002770,0.009795,0.002683,0.000197,0.003277,5,0.013736,Vehicle,1,59.420970,0.013736,Vehicle,1.108418,0.081491,0.023705,Vehicle,1.100933,0.080336,0.043702,Vehicle,1.104063,0.080253,0.103701,Vehicle,1.106048,0.080241
0.300000,54,Empty,0.000000,0.625000,0.125000,0.499379,0.002758,0.003191,0.002666,0.000045,0.003047,5,1.419195,Pedestrian,0,59.420970,1.419195,Pedestrian,1.051917,0.026553,1.442645,Cyclist,1.042315,0.024739,1.460488,Cyclist,1.042455,0.024893,1.519977,Cyclist,1.043016,0.024913
0.300000,55,Cyclist,0.000000,0.625000,0.093750,0.499577,0.002929,0.008585,0.005815,0.000192,0.003422,10,1.265891,Cyclist,1,41.145840,1.309524,Pedestrian,1.115718,0.071431,1.265891,Cyclist,1.097037,0.065707,1.286060,Cyclist,1.097329,0.065605,1.346138,Cyclist,1.098135,0.065662
0.300000,56,Vehicle,0.000000,0.625000,0.093750,0.499537,0.003171,0.008679,0.003393,0.000152,0.003340,5,0.013544,Vehicle,1,59.420970,0.013544,Vehicle,1.110573,0.072206,0.023497,Vehicle,1.105697,0.070816,0.043496,Vehicle,1.108481,0.070676,0.103498,Vehicle,1.110269,0.070718
0.300000,57,Cyclist,0.000000,0.875000,0.125000,0.499634,0.001675,0.010009,0.005344,0.000168,0.002301,10,1.258452,Cyclist,1,41.145840,1.290341,Pedestrian,1.158493,0.083277,1.258452,Cyclist,1.136050,0.082157,1.278058,Cyclist,1.136065,0.082240,1.338448,Cyclist,1.136771,0.082261
0.300000,58,Pedestrian,0.000000,0.625000,0.075000,0.499553,0.002754,0.008168,0.006557,0.000147,0.003199,5,0.012591,Pedestrian,1,59.420970,0.012591,Pedestrian,1.080981,0.067957,0.022402,Pedestrian,1.055878,0.061080,0.042412,Pedestrian,1.057028,0.061446,0.102414,Pedestrian,1.058195,0.061536
0.300000,59,Pedestrian,0.000000,0.750000,0.083333,0.499568,0.002266,0.007961,0.004480,0.000143,0.002521,5,0.170395,Pedestrian,1,59.420970,0.170395,Pedestrian,1.093730,0.066238,0.180265,Pedestrian,1.069479,0.060725,0.200275,Pedestrian,1.070890,0.061151,0.260276,Pedestrian,1.072292,0.061205
0.300000,60,Pedestrian,0.000000,0.687500,0.104167,0.499572,0.002762,0.006796,0.005411,0.000144,0.003183,5,0.012701,Pedestrian,1,59.420970,0.012701,Pedestrian,1.092858,0.056543,0.022615,Pedestrian,1.059832,0.054498,0.042613,Pedestrian,1.060579,0.054184,0.102614,Pedestrian,1.061697,0.054192
0.300000,61,Vehicle,0.000000,0.437500,0.093750,0.499520,0.004013,0.012488,0.005228,0.000178,0.003794,5,0.026936,Vehicle,1,59.420970,0.026936,Vehicle,1.125434,0.103904,0.036869,Vehicle,1.117801,0.104200,0.056862,Vehicle,1.120460,0.103913,0.116863,Vehicle,1.122152,0.103931
0.300000,62,Pedestrian,0.000000,0.750000,0.125000,0.499579,0.002351,0.006209,0.003265,0.000132,0.002974,5,0.012456,Pedestrian,1,59.420970,0.012456,Pedestrian,1.099576,0.051656,0.022389,Pedestrian,1.072258,0.049015,0.042390,Pedestrian,1.073323,0.049012,0.102391,Pedestrian,1.074377,0.049061
0.300000,63,Pedestrian,0.000000,0.812500,0.093750,0.499640,0.002616,0.007244,0.003962,0.000152,0.003140,5,1.234848,Pedestrian,1,59.420970,1.234848,Pedestrian,1.126435,0.060270,1.265334,Pedestrian,1.109743,0.058772,1.284807,Pedestrian,1.110314,0.058853,1.344605,Pedestrian,1.111235,0.058892
0.300000,64,Cyclist,0.000000,0.625000,0.075000,0.499542,0.003018,0.010269,0.003913,0.000158,0.003093,10,1.230692,Cyclist,1,41.145840,1.277933,Pedestrian,1.136405,0.085436,1.230692,Cyclist,1.122711,0.080636,1.249828,Cyclist,1.123227,0.080512,1.309772,Cyclist,1.124069,0.080580
0.300000,65,Pedestrian,0.000000,0.437500,0.187500,0.499490,0.003925,0.009092,0.006036,0.000136,0.003686,5,0.012950,Pedestrian,1,59.420970,0.012950,Pedestrian,1.162711,0.075647,0.022904,Pedestrian,1.140367,0.072469,0.042903,Pedestrian,1.141481,0.072353,0.102904,Pedestrian,1.142368,0.072362
0.300000,66,Vehicle,0.000000,0.750000,0.125000,0.499663,0.002760,0.010625,0.004417,0.000206,0.003318,5,0.040827,Vehicle,1,59.420970,0.040827,Vehicle,1.163818,0.088398,0.050698,Vehicle,1.140813,0.084146,0.070700,Vehicle,1.141578,0.084230,0.130701,Vehicle,1.142417,0.084263
0.300000,67,Pedestrian,0.000000,0.625000,0.125000,0.499572,0.003100,0.006971,0.004119,0.000148,0.003370,5,0.012459,Pedestrian,1,59.420970,0.012459,Pedestrian,1.113290,0.057995,0.022417,Pedestrian,1.090730,0.056633,0.042412,Pedestrian,1.091751,0.056337,0.102412,Pedestrian,1.092650,0.056305
0.300000,68,Pedestrian,0.000000,0.750000,0.125000,0.499605,0.003586,0.006124,0.004311,0.000161,0.003852,5,1.187268,Pedestrian,1,59.420970,1.187268,Pedestrian,1.126701,0.050949,1.225678,Cyclist,1.102267,0.050174,1.248039,Cyclist,1.103021,0.050193,1.308564,Cyclist,1.104029,0.050228
0.300000,69,Pedestrian,0.000000,0.875000,0.062500,0.499384,0.004286,0.013263,0.007539,0.000262,0.005293,5,2.428225,Vehicle,0,59.420970,2.428225,Vehicle,1.139045,0.110345,2.438229,Vehicle,1.141377,0.111431,2.458230,Vehicle,1.142573,0.111353,2.518230,Vehicle,1.143265,0.111336
0.300000,70,Pedestrian,0.000000,0.812500,0.093750,0.499628,0.002377,0.006744,0.004492,0.000147,0.003009,5,0.012665,Pedestrian,1,59.420970,0.012665,Pedestrian,1.109495,0.056112,0.022572,Pedestrian,1.082143,0.053590,0.042568,Pedestrian,1.083500,0.053390,0.102568,Pedestrian,1.084635,0.053407
0.300000,71,Pedestrian,0.000000,0.750000,0.083333,0.499555,0.002105,0.005024,0.006640,0.000133,0.002517,5,1.154911,Pedestrian,1,59.420970,1.154911,Pedestrian,1.100143,0.041797,1.196587,Pedestrian,1.082905,0.040582,1.214504,Pedestrian,1.083080,0.040402,1.274882,Pedestrian,1.083990,0.040459
0.300000,72,Cyclist,0.000000,0.812500,0.187500,0.499605,0.003062,0.007938,0.005224,0.000158,0.003909,5,0.012138,Cyclist,1,59.420970,0.012138,Cyclist,1.175531,0.066046,0.022109,Cyclist,1.152180,0.064381,0.042109,Cyclist,1.152762,0.064324,0.102109,Cyclist,1.153542,0.064330
0.300000,73,Pedestrian,0.000000,0.687500,0.078125,0.499559,0.002555,0.006754,0.005754,0.000133,0.003119,5,1.167196,Pedestrian,1,59.420970,1.167196,Pedestrian,1.108750,0.056195,1.185829,Pedestrian,1.079747,0.053973,1.201333,Pedestrian,1.080444,0.054469,1.261809,Pedestrian,1.081538,0.054511
0.300000,74,Vehicle,0.000000,0.687500,0.078125,0.499621,0.003048,0.014087,0.006617,0.000229,0.003521,5,0.019532,Vehicle,1,59.420970,0.019532,Vehicle,1.092273,0.117208,0.029361,Vehicle,1.080651,0.112934,0.049372,Vehicle,1.083084,0.113339,0.109375,Vehicle,1.084658,0.113392
0.400000,0,Cyclist,0.000000,0.562500,0.218750,0.499528,0.003634,0.008669,0.002505,0.000149,0.003889,5,0.014258,Cyclist,1,59.420970,0.014258,Cyclist,1.168801,0.072127,0.024198,Cyclist,1.147031,0.070998,0.044198,Cyclist,1.147646,0.070954,0.104199,Cyclist,1.148337,0.070988
0.400000,1,Empty,0.000000,0.437500,0.112500,0.499373,0.003703,0.003935,0.003154,0.000031,0.002871,5,1.432293,Pedestrian,0,59.420970,1.432293,Pedestrian,1.054153,0.032738,1.466661,Pedestrian,1.048213,0.029680,1.485274,Pedestrian,1.048425,0.029929,1.545060,Pedestrian,1.048999,0.029974
0.400000,2,Empty,0.000000,0.750000,0.062500,0.499360,0.002009,0.003084,0.004731,0.000044,0.002484,5,0.011619,Empty,1,59.420970,0.011619,Empty,1.024120,0.025662,0.021630,Empty,1.014939,0.026602,0.041619,Empty,1.014130,0.026611,0.101619,Empty,1.014614,0.026642
0.400000,3,Empty,0.000000,0.500000,0.071429,0.499367,0.003353,0.003585,0.004318,0.000035,0.002811,5,1.428107,Cyclist,0,59.420970,1.428107,Cyclist,1.041967,0.029824,1.469032,Cyclist,1.034805,0.027961,1.487575,Cyclist,1.034842,0.028018,1.547651,Cyclist,1.035413,0.028079
0.400000,4,Empty,0.000000,0.687500,0.062500,0.499370,0.002439,0.003916,0.003632,0.000065,0.002804,5,0.011698,Empty,1,59.420970,0.011698,Empty,1.028718,0.032582,0.021676,Empty,1.019275,0.032100,0.041670,Empty,1.019646,0.031928,0.101670,Empty,1.020156,0.031937
0.400000,5,Empty,0.000000,0.750000,0.062500,0.499371,0.002284,0.002439,0.003191,0.000044,0.002809,5,0.011554,Empty,1,59.420970,0.011554,Empty,1.026058,0.020296,0.021549,Empty,1.015098,0.019901,0.041540,Empty,1.015038,0.019746,0.101541,Empty,1.015506,0.019752
0.400000,6,Cyclist,0.000000,0.687500,0.104167,0.499548,0.003122,0.009317,0.005283,0.000161,0.003513,5,0.013328,Cyclist,1,59.420970,0.013328,Cyclist,1.118570,0.077515,0.023211,Cyclist,1.095669,0.073856,0.043213,Cyclist,1.096694,0.073710,0.103213,Cyclist,1.097764,0.073736
0.400000,7,Pedestrian,0.000000,0.750000,0.083333,0.499647,0.003342,0.007406,0.003165,0.000192,0.003842,5,1.256891,Pedestrian,1,59.420970,1.256891,Pedestrian,1.119761,0.061616,1.289187,Cyclist,1.097356,0.056584,1.308887,Cyclist,1.098074,0.057241,1.368487,Cyclist,1.099044,0.057287
0.400000,8,Pedestrian,0.000000,0.562500,0.072917,0.499292,0.005082,0.014092,0.010326,0.000178,0.005114,5,4.346967,Empty,0,59.420970,4.346967,Empty,1.140621,0.117243,4.356845,Empty,1.144529,0.113860,4.376848,Empty,1.145319,0.113896,4.436846,Empty,1.145823,0.113840
0.400000,9,Vehicle,0.000000,0.375000,0.156250,0.499561,0.004388,0.013506,0.003258,0.000242,0.003873,5,0.018070,Vehicle,1,59.420970,0.018070,Vehicle,1.147957,0.112368,0.028017,Vehicle,1.130319,0.111659,0.048010,Vehicle,1.131734,0.111534,0.108010,Vehicle,1.132801,0.111515
0.400000,10,Cyclist,0.000000,0.687500,0.104167,0.499270,0.005642,0.017908,0.007396,0.000322,0.005551,5,0.138018,Cyclist,1,59.420970,0.138018,Cyclist,1.147866,0.148995,0.147971,Cyclist,1.150918,0.147814,0.167974,Cyclist,1.151700,0.147865,0.227975,Cyclist,1.152193,0.147868
0.400000,11,Empty,0.000000,0.687500,0.078125,0.499288,0.006300,0.025385,0.015017,0.000302,0.006820,5,1.447489,Cyclist,0,59.420970,1.447489,Cyclist,1.128002,0.211204,1.460532,Cyclist,1.132420,0.208491,1.481106,Cyclist,1.133209,0.208595,1.541567,Cyclist,1.133737,0.208621
0.400000,12,Vehicle,0.000000,0.687500,0.104167,0.499662,0.003558,0.009282,0.003033,0.000196,0.003979,5,0.023310,Vehicle,1,59.420970,0.023310,Vehicle,1.122733,0.077227,0.033253,Vehicle,1.115222,0.077252,0.053248,Vehicle,1.117794,0.076902,0.113248,Vehicle,1.119492,0.076932
0.400000,13,Pedestrian,0.000000,0.250000,0.187500,0.499460,0.004608,0.009175,0.003614,0.000130,0.003056,5,0.012575,Pedestrian,1,59.420970,0.012575,Pedestrian,1.153635,0.076334,0.022551,Pedestrian,1.132717,0.075013,0.042549,Pedestrian,1.133751,0.074846,0.102549,Pedestrian,1.134610,0.074808
0.400000,14,Vehicle,0.000000,0.875000,0.125000,0.499741,0.002715,0.006208,0.004085,0.000151,0.003074,5,0.013513,Vehicle,1,59.420970,0.013513,Vehicle,1.137667,0.051649,0.023458,Vehicle,1.118238,0.050263,0.043454,Vehicle,1.120500,0.050102,0.103454,Vehicle,1.122245,0.050097
0.400000,15,Empty,0.000000,0.500000,0.083333,0.499354,0.005044,0.017285,0.013092,0.000256,0.004012,5,1.456933,Cyclist,0,59.420970,1.456933,Cyclist,1.144801,0.143811,1.501131,Cyclist,1.148829,0.142720,1.521672,Cyclist,1.149674,0.142788,1.581969,Cyclist,1.150198,0.142778
0.400000,16,Vehicle,0.000000,0.687500,0.156250,0.499618,0.002952,0.009890,0.003971,0.000191,0.003552,5,1.581468,Pedestrian,0,59.420970,1.581468,Pedestrian,1.146270,0.082282,1.588104,Cyclist,1.135038,0.081341,1.608118,Cyclist,1.136880,0.081166,1.667813,Cyclist,1.138169,0.081182
0.400000,17,Vehicle,0.000000,0.750000,0.083333,0.499610,0.003280,0.008914,0.007216,0.000189,0.003719,5,0.013120,Vehicle,1,59.420970,0.013120,Vehicle,1.118268,0.074163,0.023040,Vehicle,1.108229,0.073521,0.043042,Vehicle,1.110337,0.073524,0.103042,Vehicle,1.111829,0.073563
0.400000,18,Empty,0.000000,0.500000,0.125000,0.499370,0.003287,0.003605,0.003090,0.000044,0.002815,5,1.426490,Cyclist,0,59.420970,1.426490,Cyclist,1.057554,0.029990,1.465290,Cyclist,1.047351,0.028319,1.483891,Cyclist,1.047741,0.028517,1.543940,Cyclist,1.048339,0.028570
0.400000,19,Cyclist,0.000000,0.625000,0.093750,0.499478,0.003067,0.009948,0.003575,0.000179,0.003249,10,1.248878,Pedestrian,0,41.145840,1.295726,Pedestrian,1.139054,0.082769,1.248878,Pedestrian,1.124420,0.081603,1.267364,Pedestrian,1.125491,0.081612,1.327108,Pedestrian,1.126544,0.081649
0.400000,20,Vehicle,0.000000,0.500000,0.125000,0.499582,0.003375,0.011400,0.004217,0.000213,0.003419,5,0.026830,Vehicle,1,59.420970,0.026830,Vehicle,1.135119,0.094852,0.036694,Vehicle,1.121630,0.092000,0.056687,Vehicle,1.122965,0.091853,0.116688,Vehicle,1.124032,0.091899
0.400000,21,Empty,0.000000,0.750000,0.083333,0.499380,0.002110,0.002165,0.002696,0.000048,0.002727,5,0.011548,Empty,1,59.420970,0.011548,Empty,1.040371,0.018010,0.021541,Empty,1.029845,0.019243,0.041535,Empty,1.029632,0.018799,0.101535,Empty,1.030216,0.018836
0.400000,22,Cyclist,0.000000,0.562500,0.145833,0.499552,0.003217,0.011198,0.005176,0.000172,0.003126,5,0.397777,Cyclist,1,59.420970,0.397777,Cyclist,1.154594,0.093166,0.407706,Cyclist,1.138675,0.089933,0.427705,Cyclist,1.139224,0.089740,0.487706,Cyclist,1.139892,0.089775
0.400000,23,Empty,0.000000,0.437500,0.140625,0.499359,0.003333,0.004936,0.002923,0.000030,0.002819,5,0.011694,Empty,1,59.420970,0.011694,Empty,1.061148,0.041065,0.021631,Empty,1.052510,0.037873,0.041631,Empty,1.052986,0.037824,0.101631,Empty,1.053550,0.037811
0.400000,24,Empty,0.000000,0.687500,0.078125,0.499372,0.002497,0.004020,0.002906,0.000048,0.002923,5,1.416827,Pedestrian,0,59.420970,1.416827,Pedestrian,1.038160,0.033443,1.450623,Cyclist,1.037615,0.032019,1.469210,Cyclist,1.036627,0.032224,1.529128,Cyclist,1.037194,0.032244
0.400000,25,Cyclist,0.000000,0.562500,0.072917,0.499436,0.005296,0.008274,0.014366,0.000178,0.004269,10,1.325519,Pedestrian,0,41.145840,1.332152,Pedestrian,1.163513,0.068843,1.325519,Pedestrian,1.164572,0.070934,1.344350,Pedestrian,1.165307,0.070884,1.403718,Pedestrian,1.165750,0.070896
0.400000,26,Pedestrian,0.000000,0.687500,0.104167,0.499584,0.002686,0.007867,0.003514,0.000148,0.003164,5,0.012609,Pedestrian,1,59.420970,0.012609,Pedestrian,1.123464,0.065452,0.022584,Pedestrian,1.092841,0.064982,0.042581,Pedestrian,1.093666,0.064542,0.102581,Pedestrian,1.094552,0.064533
0.400000,27,Cyclist,0.000000,0.750000,0.062500,0.499597,0.002204,0.008492,0.004268,0.000147,0.002671,5,0.013140,Cyclist,1,59.420970,0.013140,Cyclist,1.099901,0.070657,0.022953,Cyclist,1.083791,0.064114,0.042954,Cyclist,1.084975,0.064248,0.102956,Cyclist,1.086174,0.064313
0.400000,28,Cyclist,0.000000,0.687500,0.062500,0.499629,0.003945,0.013230,0.008305,0.000218,0.004670,10,1.253609,Pedestrian,0,41.145840,1.304620,Pedestrian,1.106669,0.110070,1.253609,Pedestrian,1.094653,0.104202,1.273560,Pedestrian,1.095619,0.104286,1.333540,Pedestrian,1.096620,0.104360
