dropout_p,sequence_id,true_class,obs_ratio,gap_length,r_uncertainty,v_uncertainty,kin_residual,acc_residual,energy_residual,snr_quality,est_range,est_velocity,oracle_lambda,oracle_J,oracle_l_perc,oracle_l_recon,oracle_l_phys,oracle_kin_res,oracle_r_mae,oracle_v_mae,oracle_pred,oracle_correct,fixed_lambda,fixed_J,fixed_l_perc,fixed_l_recon,fixed_l_phys,fixed_kin_res,fixed_r_mae,fixed_v_mae,fixed_pred,fixed_correct,J_lambda_0.0000,J_lambda_0.0025,J_lambda_0.0050,J_lambda_0.0100,J_lambda_0.0200,J_lambda_0.0500
0.200000,68,Pedestrian,0.750000,0.083333,0.000163,0.003829,0.006192,0.051322,0.003099,0.000000,0.499614,0.003513,0.000000,1.559122,1.282932,1.100162,0.004597,0.051521,0.044815,0.041535,Cyclist,0,0.010000,1.559130,1.282940,1.100163,0.004597,0.051521,0.044815,0.041534,Cyclist,0,1.559122,1.559122,1.559128,1.559130,1.559137,1.559143
0.200000,69,Pedestrian,0.687500,0.078125,0.000219,0.004893,0.013414,0.073088,0.006159,0.000000,0.499400,0.004231,0.050000,2.704098,2.413503,1.146682,0.015698,0.111592,0.010639,0.884025,Vehicle,0,0.010000,2.704101,2.413503,1.146692,0.015700,0.111604,0.010639,0.884025,Vehicle,0,2.704102,2.704101,2.704101,2.704101,2.704100,2.704098
0.200000,70,Pedestrian,0.625000,0.125000,0.000168,0.003377,0.008148,0.033694,0.003951,0.000000,0.499600,0.003159,0.050000,0.278273,0.001481,1.102406,0.004762,0.067776,0.016570,0.022489,Pedestrian,1,0.010000,0.278275,0.001481,1.102411,0.004763,0.067790,0.016570,0.022489,Pedestrian,1,0.278275,0.278275,0.278275,0.278275,0.278274,0.278273
0.200000,71,Pedestrian,0.875000,0.062500,0.000128,0.002090,0.006637,0.030692,0.005546,0.000000,0.499593,0.001573,0.050000,0.259095,0.001935,1.024677,0.003965,0.055212,0.022976,0.022754,Pedestrian,1,0.010000,0.259100,0.001935,1.024695,0.003966,0.055223,0.022976,0.022754,Pedestrian,1,0.259102,0.259101,0.259101,0.259100,0.259099,0.259095
0.200000,72,Cyclist,0.875000,0.062500,0.000153,0.003754,0.009834,0.066775,0.005759,0.000000,0.499646,0.003066,0.050000,0.282520,0.000894,1.118822,0.007680,0.081818,0.034893,0.058381,Cyclist,1,0.010000,0.282523,0.000894,1.118836,0.007681,0.081822,0.034893,0.058380,Cyclist,1,0.282523,0.282524,0.282523,0.282523,0.282522,0.282520
0.200000,73,Pedestrian,0.750000,0.083333,0.000120,0.003118,0.005652,0.041661,0.006689,0.000000,0.499583,0.002399,0.050000,0.273053,0.001210,1.083201,0.004171,0.047016,0.035494,0.039547,Pedestrian,1,0.010000,0.273055,0.001210,1.083209,0.004172,0.047024,0.035494,0.039547,Pedestrian,1,0.273055,0.273056,0.273055,0.273055,0.273054,0.273053
0.200000,74,Vehicle,0.750000,0.083333,0.000207,0.003449,0.012195,0.045476,0.004881,0.000000,0.499701,0.002893,0.050000,0.287290,0.006417,1.113883,0.009608,0.101449,0.029310,0.060887,Vehicle,1,0.010000,0.287296,0.006417,1.113905,0.009610,0.101460,0.029310,0.060887,Vehicle,1,0.287297,0.287297,0.287296,0.287296,0.287294,0.287290
0.300000,0,Cyclist,0.812500,0.062500,0.000129,0.002893,0.008089,0.041756,0.004526,0.000000,0.499604,0.002364,0.050000,0.268612,0.002980,1.057263,0.005265,0.067291,0.023691,0.051624,Cyclist,1,0.010000,0.268613,0.002980,1.057263,0.005266,0.067303,0.023691,0.051624,Cyclist,1,0.268613,0.268612,0.268613,0.268613,0.268613,0.268612
0.300000,1,Empty,0.625000,0.075000,0.000029,0.002891,0.003154,0.047074,0.002884,0.000000,0.499371,0.002706,0.050000,0.256135,0.001001,1.017982,0.002556,0.026244,0.028988,0.035543,Empty,1,0.010000,0.256136,0.001001,1.017987,0.002556,0.026244,0.028988,0.035544,Empty,1,0.256136,0.256136,0.256136,0.256136,0.256136,0.256135
0.300000,2,Empty,0.687500,0.078125,0.000039,0.002496,0.003022,0.039371,0.004158,0.000000,0.499359,0.002323,0.050000,0.259917,0.001059,1.033273,0.002158,0.025144,0.023292,0.027160,Empty,1,0.010000,0.259918,0.001059,1.033278,0.002158,0.025144,0.023292,0.027161,Empty,1,0.259918,0.259918,0.259918,0.259918,0.259917,0.259917
0.300000,3,Empty,0.562500,0.145833,0.000059,0.002844,0.003859,0.033382,0.002477,0.000000,0.499381,0.002973,0.050000,0.262846,0.001037,1.044945,0.002291,0.032104,0.018502,0.035835,Empty,1,0.010000,0.262847,0.001037,1.044949,0.002292,0.032104,0.018502,0.035835,Empty,1,0.262847,0.262847,0.262847,0.262847,0.262847,0.262846
0.300000,4,Empty,0.750000,0.062500,0.000061,0.002409,0.003481,0.031727,0.001838,0.000000,0.499378,0.001792,0.050000,1.672431,1.415730,1.024514,0.002290,0.028961,0.023331,0.033584,Cyclist,0,0.010000,1.672452,1.415750,1.024519,0.002290,0.028962,0.023331,0.033584,Cyclist,0,1.672461,1.672461,1.672455,1.672452,1.672450,1.672431
0.300000,5,Empty,0.750000,0.083333,0.000035,0.002464,0.001799,0.025994,0.002167,0.000000,0.499370,0.001845,0.000000,1.694374,1.436427,1.030242,0.001548,0.014971,0.024335,0.021671,Cyclist,0,0.010000,1.694387,1.436440,1.030242,0.001548,0.014971,0.024335,0.021671,Cyclist,0,1.694374,1.694376,1.694380,1.694387,1.694381,1.694388
0.300000,6,Cyclist,0.625000,0.075000,0.000116,0.003104,0.007298,0.056247,0.004525,0.000000,0.499504,0.002921,0.050000,0.277955,0.001593,1.100627,0.004820,0.060718,0.020652,0.072398,Cyclist,1,0.010000,0.277955,0.001593,1.100628,0.004821,0.060718,0.020652,0.072399,Cyclist,1,0.277956,0.277956,0.277956,0.277955,0.277955,0.277955
0.300000,7,Pedestrian,0.875000,0.062500,0.000149,0.003019,0.008138,0.038513,0.004790,0.000000,0.499683,0.002963,0.050000,0.265744,0.002611,1.046597,0.005935,0.067702,0.055140,0.036593,Pedestrian,1,0.010000,0.265749,0.002611,1.046615,0.005935,0.067705,0.055140,0.036593,Pedestrian,1,0.265749,0.265750,0.265749,0.265749,0.265748,0.265744
0.300000,8,Pedestrian,0.875000,0.062500,0.000226,0.004394,0.016089,0.065528,0.015443,0.000000,0.499215,0.003820,0.050000,4.636351,4.333298,1.196406,0.015806,0.133855,0.008863,0.626216,Empty,0,0.010000,4.636353,4.333298,1.196413,0.015807,0.133857,0.008862,0.626217,Empty,0,4.636354,4.636354,4.636354,4.636353,4.636353,4.636351
0.300000,9,Vehicle,0.750000,0.083333,0.000202,0.003300,0.011885,0.042983,0.003257,0.000000,0.499691,0.002678,0.050000,0.290173,0.005128,1.131592,0.008589,0.098865,0.030544,0.067549,Vehicle,1,0.010000,0.290185,0.005128,1.131640,0.008591,0.098875,0.030544,0.067549,Vehicle,1,0.290190,0.290189,0.290188,0.290185,0.290183,0.290173
0.300000,10,Cyclist,0.562500,0.109375,0.000230,0.004968,0.012765,0.056449,0.007686,0.000000,0.499331,0.005089,0.050000,1.528603,1.239816,1.143656,0.011495,0.106196,0.011538,0.872394,Cyclist,1,0.010000,1.528636,1.239846,1.143664,0.011495,0.106200,0.011538,0.872394,Cyclist,1,1.528646,1.528646,1.528639,1.528636,1.528629,1.528603
0.300000,11,Empty,0.750000,0.083333,0.000263,0.005324,0.019470,0.081798,0.015302,0.000000,0.499336,0.004541,0.050000,0.323903,0.026031,1.159717,0.031772,0.161957,0.010800,0.830149,Empty,1,0.010000,0.323908,0.026031,1.159730,0.031780,0.161988,0.010800,0.830148,Empty,1,0.323910,0.323909,0.323909,0.323908,0.323907,0.323903
0.300000,12,Vehicle,0.562500,0.087500,0.000217,0.003943,0.011439,0.054984,0.004892,0.000000,0.499606,0.003803,0.050000,0.288573,0.011537,1.098319,0.009823,0.095141,0.032966,0.088351,Vehicle,1,0.010000,0.288582,0.011537,1.098354,0.009825,0.095160,0.032966,0.088352,Vehicle,1,0.288585,0.288584,0.288584,0.288582,0.288580,0.288573
0.300000,13,Pedestrian,0.687500,0.078125,0.000141,0.002842,0.007482,0.039978,0.004934,0.000000,0.499564,0.002418,0.002500,1.434231,1.169334,1.054851,0.004737,0.062252,0.028984,0.029513,Pedestrian,1,0.010000,1.434244,1.169347,1.054850,0.004737,0.062252,0.028984,0.029513,Pedestrian,1,1.434235,1.434231,1.434239,1.434244,1.434242,1.434261
0.300000,14,Vehicle,0.500000,0.100000,0.000211,0.003942,0.014486,0.057011,0.002855,0.000000,0.499581,0.003806,0.050000,0.286151,0.002651,1.122417,0.011584,0.120495,0.053555,0.055463,Vehicle,1,0.010000,0.286163,0.002651,1.122462,0.011586,0.120507,0.053555,0.055463,Vehicle,1,0.286166,0.286165,0.286165,0.286163,0.286160,0.286151
0.300000,15,Empty,0.500000,0.083333,0.000173,0.003087,0.011841,0.044879,0.006911,0.000000,0.499314,0.005098,0.000000,1.747219,1.455098,1.158398,0.010086,0.098520,0.007646,0.648737,Cyclist,0,0.010000,1.747239,1.455119,1.158399,0.010085,0.098519,0.007646,0.648736,Cyclist,0,1.747219,1.747226,1.747237,1.747239,1.747252,1.747294
0.300000,16,Vehicle,0.625000,0.093750,0.000216,0.003731,0.015301,0.050737,0.002525,0.000000,0.499622,0.003321,0.050000,1.849564,1.571257,1.100580,0.012646,0.127285,0.025700,0.081142,Cyclist,0,0.010000,1.849730,1.571410,1.100633,0.012648,0.127296,0.025701,0.081143,Cyclist,0,1.849773,1.849760,1.849750,1.849730,1.849682,1.849564
0.300000,17,Vehicle,0.812500,0.062500,0.000181,0.003567,0.010550,0.050823,0.005590,0.000000,0.499641,0.003411,0.050000,0.284809,0.001337,1.124111,0.009777,0.087770,0.052486,0.066124,Vehicle,1,0.010000,0.284819,0.001337,1.124147,0.009779,0.087780,0.052486,0.066124,Vehicle,1,0.284821,0.284821,0.284820,0.284819,0.284816,0.284809
0.300000,18,Empty,0.625000,0.075000,0.000045,0.002647,0.003740,0.047126,0.003767,0.000000,0.499380,0.002690,0.050000,0.258834,0.000999,1.028787,0.002551,0.031117,0.021000,0.028832,Empty,1,0.010000,0.258835,0.000999,1.028794,0.002551,0.031118,0.021000,0.028833,Empty,1,0.258835,0.258835,0.258835,0.258835,0.258834,0.258834
0.300000,19,Cyclist,0.625000,0.125000,0.000120,0.002723,0.005900,0.032556,0.003492,0.000000,0.499525,0.002981,0.050000,1.547552,1.263837,1.131310,0.003550,0.049085,0.022348,0.071296,Cyclist,1,0.010000,1.547587,1.263873,1.131306,0.003550,0.049090,0.022348,0.071296,Cyclist,1,1.547597,1.547589,1.547595,1.547587,1.547579,1.547552
0.300000,20,Vehicle,0.687500,0.078125,0.000209,0.003169,0.013085,0.045931,0.002952,0.000000,0.499666,0.002643,0.050000,0.300630,0.014592,1.133421,0.010732,0.108849,0.027494,0.078247,Vehicle,1,0.010000,0.300644,0.014592,1.133472,0.010735,0.108864,0.027494,0.078247,Vehicle,1,0.300647,0.300646,0.300645,0.300644,0.300641,0.300630
0.300000,21,Empty,0.562500,0.062500,0.000046,0.002870,0.002960,0.062676,0.003184,0.000000,0.499364,0.002726,0.050000,0.257779,0.000996,1.024171,0.002959,0.024623,0.018403,0.042857,Empty,1,0.010000,0.257779,0.000996,1.024174,0.002959,0.024624,0.018403,0.042858,Empty,1,0.257780,0.257779,0.257779,0.257779,0.257779,0.257779
0.300000,22,Cyclist,0.812500,0.093750,0.000154,0.002631,0.008403,0.033145,0.006274,0.000000,0.499645,0.002020,0.005000,0.662847,0.385909,1.103192,0.004562,0.069912,0.028972,0.067610,Cyclist,1,0.010000,0.662848,0.385909,1.103194,0.004562,0.069912,0.028972,0.067610,Cyclist,1,0.662847,0.662847,0.662847,0.662848,0.662848,0.662849
0.300000,23,Empty,0.875000,0.062500,0.000047,0.002092,0.002911,0.026309,0.003266,0.000000,0.499371,0.001478,0.050000,0.252607,0.001007,1.004572,0.001828,0.024218,0.015914,0.024849,Empty,1,0.010000,0.252607,0.001007,1.004574,0.001828,0.024218,0.015914,0.024849,Empty,1,0.252608,0.252607,0.252607,0.252607,0.252608,0.252607
0.300000,24,Empty,0.687500,0.078125,0.000047,0.002806,0.003899,0.038733,0.002942,0.000000,0.499376,0.002443,0.050000,0.257978,0.001023,1.025296,0.002527,0.032441,0.016858,0.033958,Empty,1,0.010000,0.257979,0.001023,1.025300,0.002527,0.032442,0.016857,0.033958,Empty,1,0.257980,0.257980,0.257980,0.257979,0.257979,0.257978
0.300000,25,Cyclist,0.687500,0.078125,0.000178,0.004300,0.007658,0.058144,0.020793,0.000000,0.499434,0.003956,0.050000,1.526321,1.230575,1.175358,0.007625,0.063707,0.012731,0.586748,Cyclist,1,0.010000,1.526353,1.230608,1.175354,0.007626,0.063712,0.012731,0.586749,Cyclist,1,1.526361,1.526364,1.526358,1.526353,1.526347,1.526321
0.300000,26,Pedestrian,0.562500,0.109375,0.000140,0.003096,0.006244,0.041546,0.006242,0.000000,0.499540,0.003092,0.050000,0.279170,0.001318,1.107401,0.004006,0.051946,0.033852,0.023421,Pedestrian,1,0.010000,0.279171,0.001318,1.107406,0.004006,0.051948,0.033852,0.023421,Pedestrian,1,0.279171,0.279171,0.279171,0.279171,0.279171,0.279170
0.300000,27,Cyclist,0.562500,0.072917,0.000156,0.003056,0.011711,0.054192,0.004411,0.000000,0.499542,0.003170,0.050000,1.517502,1.238990,1.105885,0.008162,0.097403,0.014744,0.073725,Pedestrian,0,0.010000,1.517514,1.238999,1.105897,0.008165,0.097426,0.014744,0.073725,Pedestrian,0,1.517520,1.517515,1.517520,1.517514,1.517507,1.517502
0.300000,28,Cyclist,0.875000,0.062500,0.000162,0.004266,0.008941,0.052000,0.006674,0.000000,0.499679,0.003268,0.002500,0.345306,0.085943,1.028625,0.008825,0.074387,0.049698,0.059299,Cyclist,1,0.010000,0.345306,0.085943,1.028626,0.008825,0.074387,0.049698,0.059299,Cyclist,1,0.345306,0.345306,0.345306,0.345306,0.345306,0.345306
0.300000,29,Vehicle,0.625000,0.075000,0.000196,0.003313,0.009316,0.046536,0.004872,0.000000,0.499608,0.002869,0.050000,1.891973,1.612584,1.111246,0.006307,0.077505,0.035384,0.055546,Cyclist,0,0.010000,1.892045,1.612651,1.111266,0.006308,0.077511,0.035384,0.055546,Cyclist,0,1.892064,1.892065,1.892053,1.892045,1.892032,1.891973
0.300000,30,Empty,0.500000,0.125000,0.000033,0.002533,0.004623,0.035105,0.003038,0.000000,0.499357,0.003232,0.050000,0.262270,0.001037,1.042381,0.002552,0.038459,0.028038,0.022055,Empty,1,0.010000,0.262272,0.001037,1.042385,0.002552,0.038460,0.028038,0.022056,Empty,1,0.262272,0.262272,0.262272,0.262272,0.262271,0.262270
0.300000,31,Empty,0.625000,0.093750,0.000040,0.002886,0.003331,0.040790,0.003415,0.000000,0.499374,0.002481,0.050000,0.261507,0.001036,1.039393,0.002487,0.027714,0.020630,0.017657,Empty,1,0.010000,0.261508,0.001036,1.039398,0.002487,0.027714,0.020630,0.017657,Empty,1,0.261508,0.261508,0.261508,0.261508,0.261507,0.261507
0.300000,32,Empty,1.000000,0.000000,0.000035,0.001379,0.001273,0.014534,0.002087,0.000000,0.499378,0.000968,0.000000,0.001309,0.001041,0.000000,0.001073,0.010588,0.020567,0.023232,Empty,1,0.010000,0.001309,0.001041,0.000000,0.001073,0.010588,0.020567,0.023232,Empty,1,0.001309,0.001309,0.001309,0.001309,0.001309,0.001309
0.300000,33,Cyclist,0.687500,0.104167,0.000156,0.003117,0.007310,0.041737,0.002978,0.000000,0.499605,0.002956,0.050000,1.499692,1.221984,1.105614,0.005218,0.060813,0.016666,0.044773,Pedestrian,0,0.010000,1.499725,1.222016,1.105618,0.005219,0.060821,0.016666,0.044773,Pedestrian,0,1.499752,1.499745,1.499737,1.499725,1.499720,1.499692
0.300000,34,Vehicle,0.625000,0.093750,0.000206,0.003014,0.011552,0.043390,0.003627,0.000000,0.499624,0.002740,0.050000,1.840165,1.557777,1.120214,0.009337,0.096090,0.034351,0.053630,Cyclist,0,0.010000,1.840201,1.557804,1.120247,0.009338,0.096100,0.034352,0.053630,Cyclist,0,1.840218,1.840216,1.840207,1.840201,1.840196,1.840165
0.300000,35,Empty,0.625000,0.093750,0.000050,0.002813,0.002970,0.036824,0.003211,0.000000,0.499379,0.002662,0.050000,0.257107,0.001098,1.021873,0.002162,0.024708,0.035342,0.021379,Empty,1,0.010000,0.257108,0.001098,1.021879,0.002163,0.024709,0.035342,0.021379,Empty,1,0.257109,0.257109,0.257109,0.257108,0.257108,0.257107
0.300000,36,Empty,0.562500,0.109375,0.000029,0.002779,0.003398,0.043690,0.003485,0.000000,0.499373,0.002866,0.050000,0.257953,0.001029,1.025254,0.002441,0.028272,0.024644,0.029051,Empty,1,0.010000,0.257954,0.001029,1.025261,0.002441,0.028273,0.024644,0.029052,Empty,1,0.257955,0.257955,0.257954,0.257954,0.257954,0.257953
0.300000,37,Cyclist,0.562500,0.072917,0.000171,0.003326,0.011561,0.052802,0.005352,0.000000,0.499543,0.003591,0.050000,0.281202,0.005250,1.095346,0.008466,0.096167,0.135146,0.211445,Cyclist,1,0.010000,0.281208,0.005250,1.095364,0.008468,0.096186,0.135146,0.211445,Cyclist,1,0.281209,0.281209,0.281208,0.281208,0.281206,0.281202
0.300000,38,Empty,0.750000,0.083333,0.000044,0.002618,0.003055,0.026187,0.002721,0.000000,0.499382,0.001822,0.050000,0.258425,0.000953,1.028050,0.001839,0.025421,0.023460,0.027862,Empty,1,0.010000,0.258426,0.000953,1.028054,0.001839,0.025421,0.023460,0.027863,Empty,1,0.258426,0.258427,0.258426,0.258426,0.258426,0.258425
0.300000,39,Empty,0.750000,0.062500,0.000037,0.002541,0.002889,0.037414,0.003360,0.000000,0.499371,0.002002,0.000000,0.251688,0.000983,1.000663,0.002159,0.024033,0.027765,0.029636,Empty,1,0.010000,0.251689,0.000983,1.000665,0.002159,0.024033,0.027765,0.029636,Empty,1,0.251688,0.251689,0.251688,0.251689,0.251688,0.251688
0.300000,40,Vehicle,0.687500,0.104167,0.000190,0.003538,0.009475,0.038756,0.006585,0.000000,0.499629,0.003119,0.050000,0.276901,0.001200,1.096037,0.006767,0.078821,0.067411,0.053661,Vehicle,1,0.010000,0.276906,0.001200,1.096058,0.006768,0.078825,0.067411,0.053661,Vehicle,1,0.276908,0.276907,0.276907,0.276906,0.276905,0.276901
0.300000,41,Empty,0.812500,0.093750,0.000038,0.002378,0.002376,0.024763,0.002208,0.000000,0.499367,0.001874,0.000000,1.702491,1.441259,1.043339,0.001590,0.019764,0.018127,0.034323,Cyclist,0,0.010000,1.702492,1.441260,1.043339,0.001589,0.019761,0.018127,0.034323,Cyclist,0,1.702491,1.702493,1.702500,1.702492,1.702502,1.702526
0.300000,42,Vehicle,0.687500,0.104167,0.000209,0.003174,0.009221,0.034380,0.002865,0.000000,0.499636,0.002783,0.050000,0.285411,0.001068,1.130439,0.006933,0.076699,0.025295,0.067561,Vehicle,1,0.010000,0.285421,0.001068,1.130476,0.006935,0.076713,0.025295,0.067561,Vehicle,1,0.285423,0.285423,0.285422,0.285421,0.285418,0.285411
0.300000,43,Empty,0.625000,0.093750,0.000046,0.002768,0.003187,0.042072,0.002615,0.000000,0.499375,0.002727,0.002500,1.667567,1.405951,1.044180,0.002286,0.026520,0.014888,0.038731,Cyclist,0,0.010000,1.667577,1.405961,1.044178,0.002286,0.026520,0.014888,0.038731,Cyclist,0,1.667573,1.667567,1.667571,1.667577,1.667576,1.667579
0.300000,44,Vehicle,0.750000,0.062500,0.000168,0.003000,0.007443,0.042630,0.004213,0.000000,0.499653,0.002505,0.050000,1.878129,1.605243,1.086033,0.005510,0.061917,0.040181,0.064591,Cyclist,0,0.010000,1.878204,1.605310,1.086064,0.005510,0.061921,0.040181,0.064591,Cyclist,0,1.878224,1.878231,1.878220,1.878204,1.878189,1.878129
0.300000,45,Cyclist,0.750000,0.083333,0.000171,0.003346,0.009278,0.053985,0.006096,0.000000,0.499607,0.002788,0.050000,0.282812,0.011969,1.076731,0.006638,0.077187,0.039855,0.057803,Cyclist,1,0.010000,0.282815,0.011969,1.076745,0.006638,0.077193,0.039855,0.057803,Cyclist,1,0.282816,0.282816,0.282816,0.282815,0.282814,0.282812
0.300000,46,Cyclist,0.625000,0.093750,0.000149,0.004380,0.007563,0.048393,0.003483,0.000000,0.499537,0.004087,0.002500,0.468391,0.190171,1.107033,0.005847,0.062926,0.070244,0.076263,Cyclist,1,0.010000,0.468391,0.190171,1.107034,0.005847,0.062926,0.070244,0.076263,Cyclist,1,0.468391,0.468391,0.468391,0.468391,0.468391,0.468392
0.300000,47,Pedestrian,0.875000,0.062500,0.000125,0.002431,0.005517,0.038158,0.005124,0.000000,0.499654,0.002039,0.050000,0.269810,0.006105,1.051299,0.003519,0.045883,0.024924,0.032208,Pedestrian,1,0.010000,0.269817,0.006105,1.051327,0.003520,0.045894,0.024924,0.032208,Pedestrian,1,0.269818,0.269817,0.269817,0.269817,0.269815,0.269810
0.300000,48,Empty,0.687500,0.078125,0.000237,0.004555,0.015826,0.084322,0.012465,0.000000,0.499403,0.004453,0.000000,1.775337,1.479462,1.163816,0.019687,0.131676,0.008073,0.672142,Pedestrian,0,0.010000,1.775353,1.479478,1.163815,0.019687,0.131672,0.008073,0.672142,Pedestrian,0,1.775337,1.775337,1.775344,1.775353,1.775369,1.775410
0.300000,49,Vehicle,0.687500,0.078125,0.000162,0.003657,0.009370,0.051783,0.005299,0.000000,0.499607,0.003306,0.050000,0.281396,0.002293,1.110056,0.006357,0.077946,0.054405,0.058931,Vehicle,1,0.010000,0.281402,0.002293,1.110078,0.006358,0.077956,0.054405,0.058930,Vehicle,1,0.281403,0.281403,0.281403,0.281402,0.281400,0.281396
0.300000,50,Empty,0.625000,0.075000,0.000025,0.002766,0.002935,0.044262,0.002849,0.000000,0.499365,0.002367,0.050000,0.257679,0.000999,1.024376,0.002343,0.024422,0.020237,0.039072,Empty,1,0.010000,0.257680,0.000999,1.024380,0.002343,0.024423,0.020237,0.039073,Empty,1,0.257680,0.257680,0.257680,0.257680,0.257679,0.257679
0.300000,51,Vehicle,0.750000,0.083333,0.000176,0.002852,0.009237,0.045274,0.005716,0.000000,0.499672,0.002286,0.050000,0.447637,0.165623,1.120852,0.007204,0.076833,0.038530,0.084604,Vehicle,1,0.010000,0.447643,0.165623,1.120875,0.007205,0.076841,0.038530,0.084604,Vehicle,1,0.447644,0.447644,0.447644,0.447643,0.447641,0.447637
0.300000,52,Pedestrian,0.687500,0.078125,0.000157,0.003371,0.010017,0.049616,0.003968,0.000000,0.499596,0.002851,0.000000,1.432385,1.158297,1.089207,0.007144,0.083345,0.032569,0.031066,Pedestrian,1,0.010000,1.432399,1.158311,1.089206,0.007144,0.083345,0.032569,0.031066,Pedestrian,1,1.432385,1.432391,1.432391,1.432399,1.432401,1.432410
0.300000,53,Vehicle,0.750000,0.083333,0.000196,0.003127,0.009644,0.043410,0.002557,0.000000,0.499662,0.002671,0.050000,0.280196,0.001742,1.105981,0.007835,0.080225,0.023349,0.071961,Vehicle,1,0.010000,0.280210,0.001742,1.106035,0.007838,0.080241,0.023348,0.071961,Vehicle,1,0.280213,0.280212,0.280212,0.280210,0.280206,0.280196
0.300000,54,Empty,0.625000,0.125000,0.000044,0.002969,0.002994,0.031292,0.002614,0.000000,0.499382,0.002697,0.050000,1.680719,1.419452,1.043008,0.002061,0.024913,0.027702,0.032710,Cyclist,0,0.010000,1.680729,1.419460,1.043015,0.002061,0.024913,0.027702,0.032710,Cyclist,0,1.680731,1.680725,1.680728,1.680729,1.680725,1.680719
0.300000,55,Cyclist,0.625000,0.093750,0.000184,0.003473,0.007892,0.041881,0.005719,0.000000,0.499584,0.003001,0.050000,1.520642,1.244750,1.098130,0.005439,0.065656,0.047910,0.042623,Cyclist,1,0.010000,1.520667,1.244774,1.098133,0.005439,0.065658,0.047910,0.042623,Cyclist,1,1.520672,1.520666,1.520667,1.520667,1.520661,1.520642
0.300000,56,Vehicle,0.625000,0.093750,0.000150,0.003278,0.008500,0.042310,0.003300,0.000000,0.499539,0.003123,0.050000,0.281057,0.002015,1.110240,0.005931,0.070699,0.269418,0.438832,Vehicle,1,0.010000,0.281064,0.002015,1.110264,0.005933,0.070714,0.269418,0.438832,Vehicle,1,0.281065,0.281064,0.281064,0.281064,0.281062,0.281057
0.300000,57,Cyclist,0.875000,0.125000,0.000165,0.002287,0.009887,0.026135,0.005313,0.000000,0.499636,0.001677,0.050000,1.522605,1.236647,1.136772,0.007061,0.082259,0.021451,0.066740,Cyclist,1,0.010000,1.522639,1.236681,1.136771,0.007061,0.082261,0.021451,0.066741,Cyclist,1,1.522641,1.522646,1.522639,1.522639,1.522625,1.522605
0.300000,58,Pedestrian,0.625000,0.075000,0.000138,0.003183,0.007396,0.049036,0.006446,0.000000,0.499560,0.002754,0.050000,0.266960,0.001143,1.058182,0.005084,0.061519,0.010712,0.034743,Pedestrian,1,0.010000,0.266963,0.001143,1.058193,0.005085,0.061532,0.010712,0.034743,Pedestrian,1,0.266963,0.266963,0.266963,0.266963,0.266962,0.266960
0.300000,59,Pedestrian,0.750000,0.083333,0.000137,0.002488,0.007356,0.026150,0.004558,0.000000,0.499572,0.002243,0.050000,0.428346,0.159249,1.072280,0.004109,0.061189,0.030388,0.016006,Pedestrian,1,0.010000,0.428349,0.159249,1.072290,0.004110,0.061201,0.030388,0.016007,Pedestrian,1,0.428349,0.428349,0.428349,0.428349,0.428348,0.428346
0.300000,60,Pedestrian,0.687500,0.104167,0.000137,0.003071,0.006513,0.036459,0.005210,0.000000,0.499577,0.002678,0.050000,0.268037,0.001556,1.061691,0.004233,0.054188,0.020664,0.036761,Pedestrian,1,0.010000,0.268038,0.001556,1.061695,0.004233,0.054188,0.020664,0.036761,Pedestrian,1,0.268039,0.268039,0.268038,0.268038,0.268038,0.268037
0.300000,61,Vehicle,0.437500,0.093750,0.000177,0.003638,0.012492,0.070230,0.004984,0.000000,0.499521,0.003843,0.050000,0.297390,0.014366,1.122112,0.009984,0.103908,0.025591,0.044584,Vehicle,1,0.010000,0.297398,0.014366,1.122143,0.009986,0.103925,0.025592,0.044584,Vehicle,1,0.297401,0.297400,0.297400,0.297398,0.297396,0.297390
0.300000,62,Pedestrian,0.750000,0.125000,0.000125,0.002892,0.005897,0.032761,0.003173,0.000000,0.499584,0.002304,0.050000,0.270984,0.001498,1.074375,0.003571,0.049055,0.021820,0.030916,Pedestrian,1,0.010000,0.270985,0.001498,1.074376,0.003571,0.049058,0.021820,0.030916,Pedestrian,1,0.270985,0.270985,0.270985,0.270985,0.270985,0.270984
0.300000,63,Pedestrian,0.812500,0.093750,0.000145,0.003031,0.007078,0.026464,0.003523,0.000000,0.499643,0.002570,0.000000,1.522414,1.243535,1.111235,0.004280,0.058892,0.021478,0.026375,Pedestrian,1,0.010000,1.522423,1.243544,1.111234,0.004280,0.058892,0.021478,0.026375,Pedestrian,1,1.522414,1.522417,1.522420,1.522423,1.522426,1.522435
0.300000,64,Cyclist,0.625000,0.075000,0.000151,0.003043,0.009685,0.046808,0.003848,0.000000,0.499547,0.002988,0.050000,1.490742,1.208033,1.124071,0.006765,0.080573,0.029096,0.073181,Cyclist,1,0.010000,1.490780,1.208072,1.124069,0.006765,0.080579,0.029096,0.073181,Cyclist,1,1.490789,1.490787,1.490788,1.490780,1.490778,1.490742
